Id,Label,sex,insttype,country,degree,betweenness,closeness,eigenvector,coreness,freq,polygon
KinasP,KinasP,Male,University,Brazil,17,0.006718,0.006187,0.222484,12,5,2
LoureiroJ,LoureiroJ,Other,Other,Other,11,0.002243,0.006188,0.137628,8,3,3
MorenoJ,MorenoJ,Other,Other,Other,4,0,0.006167,0.02076,4,,3
MorenoV,MorenoV,Other,Other,Other,4,0,0.006167,0.02076,4,,3
MorónS,MorónS,Other,Other,Other,8,0.000663,0.006177,0.07032,7,,3
OlssonP,OlssonP,Other,Other,Other,2,0,0.006167,0.019364,2,,3
PerezJ,PerezJ,Other,Other,Other,12,0,0.006186,0.203243,12,,3
PetracciP,PetracciP,Other,Other,Other,12,0,0.006183,0.089424,12,,3
ReyesL,ReyesL,Other,Other,Other,12,0,0.006183,0.089424,12,,3
RiveroL,RiveroL,Other,Other,Other,2,0,0.006167,0.019364,2,,3
ZanelattoR,ZanelattoR,Other,Other,Other,12,0,0.006186,0.203243,12,,3
CarmoN,CarmoN,Other,Other,Other,11,0,0.006184,0.116754,11,,3
daSilvaV,daSilvaV,Female,Government,Brazil,14,0.006692,0.006184,0.117147,11,3,1
EdwardsH,EdwardsH,Other,Other,Other,11,0,0.006184,0.116754,11,,3
EminLimaN,EminLimaN,Female,Government,Brazil,14,0.006684,0.006184,0.117166,11,,1
FettucciaD,FettucciaD,Other,Other,Other,11,0,0.006184,0.116754,11,,3
MouraJ,MouraJ,Male,Government,Brazil,16,0.001473,0.006186,0.129883,11,4,2
RodriguesE,RodriguesE,Other,Other,Other,11,0,0.006184,0.116754,11,,3
WedekinL,WedekinL,Male,University,Brazil,16,0.003025,0.006186,0.149495,11,4,2
BecerraCardonaMP,BecerraCardonaMP,Female,NGO,Bolivia,2,0,0.006148,0.000764,2,,1
MalleaCárdenasHA,MalleaCárdenasHA,Other,Other,Other,2,0,0.006148,0.000764,2,,3
VanDammePA,VanDammePA,Other,Other,Other,6,0.004464,0.006177,0.021964,4,,3
BélangerA,BélangerA,Female,University,Canada,5,0,0.006154,0.00284,5,,1
BodmerR,BodmerR,Other,Other,Other,5,0,0.006154,0.00284,5,,3
ChotaK,ChotaK,Other,Other,Other,5,0,0.006154,0.00284,5,,3
ShuttJD,ShuttJD,Other,Other,Other,5,0,0.006154,0.00284,5,,3
WrightAJ,WrightAJ,Other,Other,Other,5,0,0.006154,0.00284,5,,3
BelloPinedaJ,BelloPinedaJ,Other,Other,Other,5,0,0.006154,0.002869,5,,3
DelfínAlfonsoCA,DelfínAlfonsoCA,Other,Other,Other,5,0,0.006154,0.002869,5,,3
GuzónZatarainO,GuzónZatarainO,Other,Other,Other,5,0,0.006154,0.002869,5,,3
MorteoE,MorteoE,Other,Other,Other,13,0.011097,0.006183,0.073867,8,,3
PérezEspañaH,PérezEspañaH,Other,Other,Other,5,0,0.006154,0.002869,5,,3
ZepedaBorjaKM,ZepedaBorjaKM,Female,University,Mexico,5,0,0.006154,0.002869,5,,1
KerrI,KerrI,Other,Other,Other,5,0,0.006176,0.024789,5,,3
MejíaFajardoA,MejíaFajardoA,Other,Other,Other,5,0,0.006176,0.024789,5,,3
BennettM,BennettM,Other,Other,Other,2,0,0.006173,0.044044,2,,3
BermúdezVillapolL,BermúdezVillapolL,Male,NGO,Venezuela,13,0.011097,0.006178,0.033579,8,,2
BriceñoY,BriceñoY,Female,NGO,Venezuela,8,0,0.006178,0.033367,8,,1
EstevezM,EstevezM,Other,Other,Other,5,0,0.006149,0.001304,5,,3
GonzálezM,GonzálezM,Other,Other,Other,8,0,0.006178,0.033367,8,,3
HernándezJ,HernándezJ,Other,Other,Other,8,0,0.006178,0.033367,8,,3
NarvaezE,NarvaezE,Other,Other,Other,8,0,0.006178,0.033367,8,,3
PirelaD,PirelaD,Other,Other,Other,8,0,0.006178,0.033367,8,,3
RamírezS,RamírezS,Other,Other,Other,8,0,0.006178,0.033367,8,,3
RangelM,RangelM,Other,Other,Other,5,0,0.006149,0.001304,5,,3
RossoC,RossoC,Other,Other,Other,5,0,0.006149,0.001304,5,,3
SánchezL,SánchezL,Other,Other,Other,8,0,0.006178,0.033367,8,,3
SayeghA,SayeghA,Other,Other,Other,5,0,0.006149,0.001304,5,,3
VeraN,VeraN,Other,Other,Other,5,0,0.006149,0.001304,5,,3
BevilaquaC,BevilaquaC,Other,Other,Other,5,0,0.006174,0.022,5,,3
CampelloM,CampelloM,Other,Other,Other,5,0,0.006174,0.022,5,,3
CarvalhoV,CarvalhoV,Male,University,Brazil,5,0,0.006174,0.022,5,,2
MaiaD,MaiaD,Other,Other,Other,5,0,0.006174,0.022,5,,3
MottaM,MottaM,Female,NGO,Brazil,6,0.000008,0.006174,0.022688,5,,1
BisiTL,BisiTL,Other,Other,Other,6,0,0.006181,0.083228,6,,3
BlancoM,BlancoM,Other,Other,Other,4,0,0.006157,0.001239,4,,3
JeffersonT,JeffersonT,Male,Government,USA,7,0.063402,0.006159,0.001243,4,,2
ReesD,ReesD,Other,Other,Other,4,0,0.006157,0.001239,4,,3
WhittAD,WhittAD,Female,Other,USA,4,0,0.006157,0.001239,4,,1
CozannetN,CozannetN,Other,Other,Other,7,0,0.006179,0.034157,7,,3
KelleL,KelleL,Other,Other,Other,7,0,0.006179,0.034157,7,,3
PineauK,PineauK,Other,Other,Other,13,0.004274,0.006179,0.035023,8,,3
ThoisyB,ThoisyB,Other,Other,Other,7,0,0.006179,0.034157,7,,3
VanhouckeM,VanhouckeM,Other,Other,Other,13,0.004274,0.006179,0.035023,8,,3
BonattoSL,BonattoSL,Other,Other,Other,5,0,0.006183,0.107751,5,,3
TavaresM,TavaresM,Other,Other,Other,5,0,0.006183,0.107751,5,,3
BonvicinoC,BonvicinoC,Other,Other,Other,5,0,0.006181,0.076024,5,,3
CorreaT,CorreaT,Other,Other,Other,5,0,0.006181,0.076024,5,,3
SoléCavaA,SoléCavaA,Male,University,Brazil,5,0,0.006181,0.076024,5,,2
DabinW,DabinW,Other,Other,Other,8,0,0.006151,0.00444,8,,3
DeThoisyB,DeThoisyB,Other,Other,Other,8,0,0.006151,0.00444,8,,3
DosReisV,DosReisV,Other,Other,Other,8,0,0.006151,0.00444,8,,3
SegersM,SegersM,Other,Other,Other,8,0,0.006151,0.00444,8,,3
SimonJ,SimonJ,Other,Other,Other,8,0,0.006151,0.00444,8,,3
TribotJ,TribotJ,Other,Other,Other,8,0,0.006151,0.00444,8,,3
BorgesMartinsM,BorgesMartinsM,Other,Other,Other,5,0,0.006179,0.087677,5,,3
BorgesPAL,BorgesPAL,Other,Other,Other,6,0,0.006131,0.000274,6,,3
CamiloAR,CamiloAR,Other,Other,Other,6,0,0.006131,0.000274,6,,3
LeuchtenbergerC,LeuchtenbergerC,Other,Other,Other,6,0,0.006131,0.000274,6,,3
MourãoG,MourãoG,Other,Other,Other,6,0,0.006131,0.000274,6,,3
PellegrinLA,PellegrinLA,Other,Other,Other,6,0,0.006131,0.000274,6,,3
RibasC,RibasC,Other,Other,Other,8,0.013291,0.00616,0.006774,6,,3
TomasWM,TomasWM,Male,NGO,Brazil,6,0,0.006131,0.000274,6,,2
OlavarríaC,OlavarríaC,Other,Other,Other,7,0.000524,0.006188,0.117771,7,,3
StolenM,StolenM,Other,Other,Other,4,0,0.006175,0.037074,4,,3
WellsR,WellsR,Other,Other,Other,4,0,0.006175,0.037074,4,,3
BoteroN,BoteroN,Other,Other,Other,2,0,0.006168,0.020315,2,,3
FalconíJ,FalconíJ,Other,Other,Other,2,0,0.006168,0.020315,2,,3
BozzettiBF,BozzettiBF,Male,Government,Brazil,2,0,0.006159,0.006719,2,,2
CabralMM,CabralMM,Female,University,Portugal,3,0.000015,0.00616,0.006939,2,,1
BravoE,BravoE,Male,University,Mexico,3,0,0.005998,0,3,,2
EscobarFernándezR,EscobarFernándezR,Other,Other,Other,3,0,0.005998,0,3,,3
HeckelG,HeckelG,Other,Other,Other,3,0,0.005998,0,3,,3
BrownellR,BrownellR,Other,Other,Other,5,0,0.006079,0,5,,3
CárdenasHinojosaG,CárdenasHinojosaG,Male,Government,Mexico,7,0.053365,0.006107,0.000002,5,,2
DelToroOrozcoW,DelToroOrozcoW,Other,Other,Other,5,0,0.006079,0,5,,3
GómezGallardoA,GómezGallardoA,Other,Other,Other,7,0.002152,0.00608,0,5,,3
GonzálezPeralU,GonzálezPeralU,Other,Other,Other,5,0,0.006079,0,5,,3
UrbánRamírezJ,UrbánRamírezJ,Male,University,Mexico,14,0.041385,0.006081,0,6,4,2
BurenA,BurenA,Other,Other,Other,5,0,0.00617,0.02906,5,,3
DansS,DansS,Other,Other,Other,5,0,0.00617,0.02906,5,,3
GarcíaN,GarcíaN,Other,Other,Other,7,0.000017,0.00617,0.030819,5,,3
GrandiM,GrandiM,Female,Government,Argentina,5,0,0.00617,0.02906,5,,1
SvendsenG,SvendsenG,Other,Other,Other,5,0,0.00617,0.02906,5,,3
CalvimontesUJ,CalvimontesUJ,Other,Other,Other,2,0,0.006165,0.008016,2,,3
CarvalhoJrO,CarvalhoJrO,Other,Other,Other,2,0,0.006165,0.008016,2,,3
CampolimM,CampolimM,Other,Other,Other,4,0,0.006177,0.032687,4,,3
DunkerP,DunkerP,Other,Other,Other,4,0,0.006177,0.032687,4,,3
ParadaI,ParadaI,Other,Other,Other,4,0,0.006177,0.032687,4,,3
SilvaE,SilvaE,Other,Other,Other,4,0,0.006177,0.032687,4,,3
HoyosPadillaM,HoyosPadillaM,Other,Other,Other,2,0,0.006105,0.000002,2,,3
RojasBrachoL,RojasBrachoL,Other,Other,Other,5,0.057405,0.006133,0.000045,3,,3
CardosoJ,CardosoJ,Other,Other,Other,7,0,0.006155,0.004247,7,,3
DeSouzaRCF,DeSouzaRCF,Other,Other,Other,7,0,0.006155,0.004247,7,,3
FranciscoA,FranciscoA,Other,Other,Other,7,0,0.006155,0.004247,7,,3
MarquesML,MarquesML,Other,Other,Other,7,0,0.006155,0.004247,7,,3
MoreteM,MoreteM,Female,NGO,Brazil,10,0.000038,0.006155,0.0057,7,,1
MottaMC,MottaMC,Other,Other,Other,7,0,0.006155,0.004247,7,,3
TristãoIA,TristãoIA,Other,Other,Other,7,0,0.006155,0.004247,7,,3
CarmoP,CarmoP,Other,Other,Other,5,0,0.006173,0.049237,5,,3
GallegoP,GallegoP,Other,Other,Other,5,0,0.006173,0.049237,5,,3
SequeiraM,SequeiraM,Other,Other,Other,5,0,0.006173,0.049237,5,,3
WilliamsonC,WilliamsonC,Other,Other,Other,5,0,0.006173,0.049237,5,,3
CaroA,CaroA,Other,Other,Other,3,0,0.00617,0.0134,3,,3
MartínezS,MartínezS,Other,Other,Other,3,0,0.00617,0.0134,3,,3
RodríguezMaldonadoMV,RodríguezMaldonadoMV,Other,Other,Other,3,0,0.00617,0.0134,3,,3
CarvalhoC,CarvalhoC,Female,NGO,Brazil,2,0,0.006165,0.008016,2,,1
GräbinDM,GräbinDM,Other,Other,Other,2,0,0.006165,0.008016,2,,3
CarvalhoD,CarvalhoD,Other,Other,Other,4,0,0.006164,0.016078,4,,3
CordeiroA,CordeiroA,Other,Other,Other,4,0,0.006164,0.016078,4,,3
FernandesM,FernandesM,Female,Other,Brazil,4,0,0.006164,0.016078,4,,1
SantosW,SantosW,Other,Other,Other,4,0,0.006164,0.016078,4,,3
CasconP,CasconP,Other,Other,Other,3,0,0.006146,0.00069,3,,3
SantosR,SantosR,Other,Other,Other,3,0,0.006146,0.00069,3,,3
CentenoR,CentenoR,Other,Other,Other,3,0,0.006168,0.021047,3,,3
RomeroJ,RomeroJ,Other,Other,Other,3,0,0.006168,0.021047,3,,3
VásconezO,VásconezO,Other,Other,Other,3,0,0.006168,0.021047,3,,3
ClarkeR,ClarkeR,Male,Other,Peru,2,0,0.006173,0.026976,2,3,2
PalizaO,PalizaO,Other,Other,Other,2,0,0.006173,0.026976,2,,3
CorsoG,CorsoG,Other,Other,Other,3,0,0.006144,0.000641,3,,3
LaurentinoI,LaurentinoI,Female,University,Brazil,3,0,0.006144,0.000641,3,,1
SousaLimaR,SousaLimaR,Other,Other,Other,5,0.006684,0.006173,0.017797,3,,3
SousaR,SousaR,Other,Other,Other,3,0,0.006144,0.000641,3,,3
CoscarellaM,CoscarellaM,Other,Other,Other,3,0,0.00617,0.027038,3,,3
CrespiAbrilA,CrespiAbrilA,Male,Government,Argentina,3,0,0.00617,0.027038,3,,2
CostaAPB,CostaAPB,Female,University,Brazil,2,0,0.006173,0.019545,2,,1
LochC,LochC,Other,Other,Other,2,0,0.006173,0.019545,2,,3
FrancoFraguasP,FrancoFraguasP,Other,Other,Other,3,0,0.00614,0.001151,3,,3
PiedraM,PiedraM,Other,Other,Other,3,0,0.00614,0.001151,3,,3
PraderiR,PraderiR,Other,Other,Other,7,0.004458,0.006168,0.015677,3,3,3
DussánDuqueS,DussánDuqueS,Other,Other,Other,6,0,0.006184,0.104798,6,,3
HardtF,HardtF,Male,University,Brazil,3,0,0.006176,0.038328,3,,2
HubnerA,HubnerA,Other,Other,Other,8,0.005786,0.006185,0.105101,6,,3
MaieskiKAN,MaieskiKAN,Female,University,Brazil,2,0,0.006173,0.018783,2,,1
SchulzeB,SchulzeB,Other,Other,Other,2,0,0.006173,0.018783,2,,3
TonelloA,TonelloA,Other,Other,Other,3,0,0.006176,0.038328,3,,3
CuencaS,CuencaS,Other,Other,Other,7,0.000029,0.00618,0.049086,5,,3
HasselL,HasselL,Male,Government,Brazil,5,0,0.00618,0.045032,5,,2
MarquesF,MarquesF,Other,Other,Other,5,0,0.00618,0.045032,5,,3
SanctisB,SanctisB,Other,Other,Other,3,0,0.006179,0.038171,3,,3
VenturottiA,VenturottiA,Other,Other,Other,5,0,0.00618,0.045032,5,,3
DeFreitasTRO,DeFreitasTRO,Other,Other,Other,5,0,0.006171,0.036264,5,,3
MattosP,MattosP,Male,University,Brazil,2,0,0.006171,0.028369,2,,2
MöllerLM,MöllerLM,Other,Other,Other,12,0.000501,0.006183,0.091634,8,,3
ValiatiVH,ValiatiVH,Other,Other,Other,5,0,0.006171,0.036264,5,,3
WangJ,WangJ,Other,Other,Other,6,0,0.006183,0.092716,6,,3
FaustinoC,FaustinoC,Female,University,Portugal,1,0,0.006155,0.003938,1,,1
MartinA,MartinA,Other,Other,Other,2,0,0.006155,0.004075,2,,3
MelloD,MelloD,Female,Government,Brazil,2,0,0.006155,0.004075,2,,1
DauraJorgeF,DauraJorgeF,Male,University,Brazil,2,0,0.006174,0.023913,2,,2
DawsonS,DawsonS,Other,Other,Other,1,0,0.006141,0.000421,1,,3
GarcíaC,GarcíaC,Female,Other,Colombia,2,0.002236,0.00617,0.012513,1,,1
DayD,DayD,Other,Other,Other,2,0,0.006164,0.006569,2,,3
SalazarS,SalazarS,Other,Other,Other,2,0,0.006164,0.006569,2,,3
DeLeonMC,DeLeonMC,Other,Other,Other,6,0,0.006159,0.007019,6,,3
DenuncioP,DenuncioP,Other,Other,Other,6,0,0.006159,0.007019,6,,3
ElissamburuA,ElissamburuA,Other,Other,Other,6,0,0.006159,0.007019,6,,3
GanaJCM,GanaJCM,Other,Other,Other,6,0,0.006159,0.007019,6,,3
GiardinoGV,GiardinoGV,Other,Other,Other,6,0,0.006159,0.007019,6,,3
PadulaAD,PadulaAD,Female,University,Argentina,6,0,0.006159,0.007019,6,,1
DittE,DittE,Other,Other,Other,1,0,0.006177,0.029391,1,,3
DiTullioJC,DiTullioJC,Other,Other,Other,12,0.000957,0.006185,0.113114,8,3,3
TezanosPintoG,TezanosPintoG,Other,Other,Other,8,0,0.006183,0.0734,8,,3
DizonA,DizonA,Other,Other,Other,6,0,0.006053,0,6,,3
GodardC,GodardC,Other,Other,Other,6,0,0.006053,0,6,,3
PayneR,PayneR,Other,Other,Other,6,0,0.006053,0,6,,3
RubioCisnerosN,RubioCisnerosN,Female,Government,Mexico,6,0,0.006053,0,6,,1
VázquezJuárezR,VázquezJuárezR,Other,Other,Other,6,0,0.006053,0,6,,3
DrehmerC,DrehmerC,Male,University,Brazil,3,0.000709,0.006164,0.012056,2,,2
MeneghetiJ,MeneghetiJ,Other,Other,Other,2,0,0.006148,0.001434,2,,3
DuplaixN,DuplaixN,Female,University,USA,2,0,0.00616,0.006711,2,,1
EvangelistaE,EvangelistaE,Female,NGO,Brazil,3,0.002236,0.00616,0.006719,2,,1
MouraL,MouraL,Other,Other,Other,3,0,0.006155,0.004222,3,,3
RodriguesA,RodriguesA,Other,Other,Other,3,0,0.006155,0.004222,3,,3
SilvaM,SilvaM,Other,Other,Other,3,0,0.006155,0.004222,3,,3
FreitasA,FreitasA,Other,Other,Other,4,0,0.006155,0.004871,4,,3
PaceR,PaceR,Other,Other,Other,4,0,0.006155,0.004871,4,,3
EspinozaMarinC,EspinozaMarinC,Other,Other,Other,5,0,0.006137,0.000304,5,,3
GlanderKE,GlanderKE,Other,Other,Other,5,0,0.006137,0.000304,5,,3
GonzálezSocoloskeD,GonzálezSocoloskeD,Male,University,USA,8,0.015519,0.006166,0.007816,5,3,2
OliveraGómezLD,OliveraGómezLD,Other,Other,Other,5,0,0.006137,0.000304,5,,3
ReidJP,ReidJP,Other,Other,Other,5,0,0.006137,0.000304,5,,3
RuizKE,RuizKE,Other,Other,Other,5,0,0.006137,0.000304,5,,3
EstimaS,EstimaS,Other,Other,Other,3,0,0.006158,0.008018,3,,3
MonteiroD,MonteiroD,Other,Other,Other,3,0,0.006158,0.008018,3,,3
SilvaK,SilvaK,Other,Other,Other,3,0,0.006158,0.008018,3,,3
TosiC,TosiC,Other,Other,Other,1,0,0.006131,0.000226,1,,3
SeijasVA,SeijasVA,Other,Other,Other,2,0,0.006167,0.015219,2,,3
FaillaSiquierG,FaillaSiquierG,Female,University,Uruguay,1,0,0.006139,0.000505,1,,1
LeBasA,LeBasA,Male,University,Uruguay,4,0.002236,0.006168,0.015035,3,3,2
FerreiraMEC,FerreiraMEC,Female,Other,Brazil,2,0,0.006157,0.003721,2,,1
MaiaNogueiraR,MaiaNogueiraR,Male,NGO,Brazil,6,0.00285,0.006159,0.005588,3,3,2
FountouraN,FountouraN,Other,Other,Other,1,0,0.006173,0.025413,1,,3
FuniC,FuniC,Other,Other,Other,7,0.000054,0.006168,0.012182,5,,3
LimaD,LimaD,Female,NGO,Brazil,13,0.003134,0.006178,0.027644,5,5,1
MonteiroW,MonteiroW,Other,Other,Other,5,0,0.006168,0.011571,5,,3
PiresR,PiresR,Other,Other,Other,4,0,0.006166,0.009401,4,,3
SantosVF,SantosVF,Other,Other,Other,5,0,0.006168,0.011571,5,,3
SilvestroP,SilvestroP,Other,Other,Other,4,0,0.006166,0.009401,4,,3
FurtadoMM,FurtadoMM,Female,NGO,Brazil,3,0,0.006165,0.008305,3,,1
RodriguesLA,RodriguesLA,Other,Other,Other,3,0,0.006165,0.008305,3,,3
TeixeiraRHF,TeixeiraRHF,Other,Other,Other,3,0,0.006165,0.008305,3,,3
GarcíaCegarraAM,GarcíaCegarraAM,Female,NGO,Chile,2,0,0.006173,0.026976,2,,1
MalebranM,MalebranM,Other,Other,Other,2,0,0.006173,0.026976,2,,3
GasparrouC,GasparrouC,Other,Other,Other,4,0,0.006178,0.029683,4,,3
HeviaM,HeviaM,Other,Other,Other,4,0,0.006178,0.029683,4,,3
TomsinA,TomsinA,Other,Other,Other,4,0,0.006178,0.029683,4,,3
GiacomoAB,GiacomoAB,Female,University,Brazil,1,0,0.006176,0.029632,1,,1
LluchBeldaD,LluchBeldaD,Other,Other,Other,3,0,0.006052,0,3,,3
SalvadeoC,SalvadeoC,Male,University,Mexico,3,0,0.006052,0,3,,2
WhiteheadH,WhiteheadH,Other,Other,Other,2,0,0.00617,0.014957,2,,3
GonçalvesM,GonçalvesM,Other,Other,Other,2,0,0.006177,0.030413,2,,3
PacíficoE,PacíficoE,Other,Other,Other,2,0,0.006177,0.030413,2,,3
RendonThompsonOR,RendonThompsonOR,Other,Other,Other,2,0,0.006137,0.000272,2,,3
TaylorCR,TaylorCR,Other,Other,Other,2,0,0.006137,0.000272,2,,3
GroenendijkJ,GroenendijkJ,Female,NGO,Peru,5,0.002236,0.006177,0.021938,4,,1
HajekF,HajekF,Other,Other,Other,1,0,0.006148,0.000737,1,,3
GutsteinC,GutsteinC,Other,Other,Other,1,0,0.006173,0.018888,1,,3
HigaA,HigaA,Female,University,Brazil,2,0,0.006134,0.000396,2,,1
HingstZaherE,HingstZaherE,Other,Other,Other,4,0.004464,0.006163,0.011387,2,,3
VivoM,VivoM,Other,Other,Other,2,0,0.006134,0.000396,2,,3
MorganteJ,MorganteJ,Other,Other,Other,2,0,0.006163,0.011362,2,,3
KieckheferT,KieckheferT,Other,Other,Other,3,0,0.006131,0.000045,3,,3
OlsonP,OlsonP,Other,Other,Other,3,0,0.006131,0.000045,3,,3
LittleV,LittleV,Other,Other,Other,3,0,0.006168,0.015018,3,,3
LassoG,LassoG,Other,Other,Other,4,0,0.006162,0.006873,4,,3
PinosL,PinosL,Other,Other,Other,4,0,0.006162,0.006873,4,,3
SuárezE,SuárezE,Other,Other,Other,4,0,0.006162,0.006873,4,,3
ZapataRíosG,ZapataRíosG,Male,NGO,Ecuador,4,0,0.006162,0.006873,4,,2
LemosL,LemosL,Other,Other,Other,3,0,0.006149,0.002043,3,,3
ViolanteT,ViolanteT,Other,Other,Other,3,0,0.006149,0.002043,3,,3
PaszkiewiczE,PaszkiewiczE,Other,Other,Other,3,0,0.006153,0.002841,3,,3
YoungR,YoungR,Other,Other,Other,3,0,0.006153,0.002841,3,,3
LimaR,LimaR,Other,Other,Other,2,0,0.006148,0.001879,2,,3
ParenteC,ParenteC,Male,Other,Brazil,2,0,0.006148,0.001879,2,,2
NunesJ,NunesJ,Other,Other,Other,1,0,0.00613,0.000188,1,,3
SantosPMC,SantosPMC,Other,Other,Other,4,0,0.006182,0.047317,4,,3
VidalMD,VidalMD,Male,NGO,Brazil,4,0,0.006182,0.047317,4,,2
MattosG,MattosG,Other,Other,Other,2,0,0.006159,0.006711,2,,3
RochaC,RochaC,Other,Other,Other,2,0,0.006159,0.006711,2,,3
WartzokD,WartzokD,Other,Other,Other,1,0,0.006165,0.010418,1,,3
RibeiroA,RibeiroA,Other,Other,Other,3,0,0.006174,0.020416,3,,3
SilvaC,SilvaC,Other,Other,Other,4,0.000004,0.006174,0.021154,3,,3
SoaresFilhoA,SoaresFilhoA,Other,Other,Other,3,0,0.006174,0.020416,3,,3
MontoyaOspinaR,MontoyaOspinaR,Other,Other,Other,2,0,0.006149,0.000999,2,,3
VelascoEscuderoM,VelascoEscuderoM,Other,Other,Other,2,0,0.006149,0.000999,2,,3
MonteiroFilhoE,MonteiroFilhoE,Other,Other,Other,4,0.000291,0.006177,0.025129,4,,3
SeccoHKC,SeccoHKC,Other,Other,Other,3,0,0.006179,0.039301,3,,3
TavaresDC,TavaresDC,Other,Other,Other,3,0,0.006179,0.039301,3,,3
NettoD,NettoD,Other,Other,Other,1,0,0.006177,0.029391,1,,3
TrimbleM,TrimbleM,Female,University,Uruguay,1,0,0.006139,0.000527,1,,1
RossoS,RossoS,Other,Other,Other,1,0,0.006177,0.029391,1,,3
